0, test, test, init, init, calculate_model_predictions, adfuller, None, None, test, test, None, init, None, init, None, init, init
1, init, init, init, init, serve, init, None, None, init, init, None, init, None, init, None, init, init
2, test_healthcheck, test, test_healthcheck, test, test_healthcheck, parse, None, None, test_healthcheck, test, None, test_healthcheck, None, parse, None, get, test_healthcheck
3, equals, equals, equals, equals, equals, equals, None, None, eq, equals, None, equals, None, equals, None, equals, eq
4, with, open, open, open, open, open, None, None, I don't know, open, None, open, None, open, None, open, flopen
5, test_block, test, test_raises, test, test_raises, test_checkgraph, None, None, test_blockclose, test, None, test, None, test, None, test_checkgraph, test_nonvariableinputarg
6, test_switchtobodymode, test_switchtobodymode, test_switchtobodymode, test_switchtobodymode, switchtobodymode, test_switchtobodymode, None, None, test_switchtobodymode, test_switchtobodymode, None, switchtobodymode, None, switchtobodymode, None, test_switchtobodymode, test_switchtobodymode
7, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
8, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
9, getThe code snippet appears to be retrieving a value from a settings object. The key points:- The get() method is called multiple times, getThe code snippet appears to be retrieving a value from a settings object. The key points that indicate get is the best summary:- The, get, get, get, get, None, None, getThe code snippet appears to be retrieving a value from a settings object. The key points:- It takes in parameters like key default, get, None," ["" I don't know""]", None, get, None, get, get
10, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
11, close, test, close, close, close, close, None, None, close, test_switchtobodymode, None, close, None, close, None, close, close
12, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
13, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
14, add, add, add, add, add, add, None, None, add, add, None, add, None, add, None, add, add
15, rollback, handleThe code snippet appears to define an exception handler method that checks the exception type logs debug information checks for a rollback attribute on the exception, rollback, rollback, rollback, rollback, None, None, Based on the given code snippet I would summarize it with the word 'handle'.The code appears to be implementing exception handling and rollback logic. It, I don't know, None," ["" I don't know""]", None," ["" I don't know""]", None, rollback, exit
16, update, update, get_context_data, get_context_data, update, update, None, None, update, update, None, get_context_data, None, update, None, update, get_context_data
17, add, update, add, update, update, update, None, None, init, update, None, update, None, update, None, add, init
18, joinseq, joinseq, compile, joinseq, compile, joinseq, None, None, joinseq, joinseq, None, joinseq, None, joinseq, None, joinseq, init
19, init," readThe given code snippet appears to be reading data from a Google Cloud Storage path into a buffer. The key aspects that point to ""read"" as", read, get, read, get, None, None, init, init, None, get, None, get, None, get, init
20, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
21, read, read, read, read, read, read, None, None, read, read, None, read, None, read, None, read, read
22, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
23, update, update, save, update, update, save, None, None, update, update, None, save, None, save, None, update, save
24, init, init, init, init, get, init, None, None, init, init, None, init, None, init, None, init, init
25, setattr, test, set_up, setattr, set_up, setattr, None, None, setattr, init, None, init, None, setattr, None, setattr, init
26, setattr, test, set_up, converts, set_up, converts, None, None, setattr, test, None, convert, None, get, None, converts, init
27, init, test, init, init, get, setattr, None, None, init, test, None, init, None, get, None, init, init
28, get, get, get, get, get, get, None, None, get, get, None, get, None, get, None, getitem, proxyval
29, init, init, init, init, build, init, None, None, init, buildThe code appears to be initializing a class setting some attributes like root id tns baseurl etc. The key line is, None, init, None, build, None, build, init
30, tryimport, importThe given code snippet appears to be trying different import statements on a list of module names and returning the first successfully imported module. The key action is, import, import, import, import, None, None, tryimport, import, None, import, None, import, None, import, tryimport
31, get_parser, add, get, get_parser, get, get_parser, None, None, get_parser, add, None, get_parser, None, add, None, get_parser, get_parser
32, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
33, tear_down, tear_down, tear_down, tear_down, test_teardown, tear_down, None, None, tear_down, tear_down, None, tear_down, None, tear_down, None, tear_down, tear_down
34, save, save, save, save, save, get_size, None, None, save, print, None, save, None, get, None, save, save
35, repr, repr, repr, repr, repr, repr, None, None, repr, print, None, repr, None, repr, None, repr, repr
36, getitem, test_switchtobodymode, get, get, get, get, None, None, getitem, I don't know, None, get, None, get, None, add, propgetbottomleft
37, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
38, init, init, connect, init, connect, connect, None, None, connect, init, None, init, None, connect, None, connect, init
39, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
40, test_parsestreamserverinet, test, test_parsestreamserverinet, test_parsestreamserverinet, parse, parsestreamserverinet, None, None, parse, test, None, test_parsestreamserverinet, None, parse, None, parse, test_parsestreamserverinet
41, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
42, test_i0, test, test_i0, test_i0, test_i0, test_i0, None, None, test_i0, test, None, test_i0, None, test_i0, None, test_i0, test_i0
43, itersubclassesThe given code defines an itersubclasses generator function that recursively yields all subclasses of a given class in depth first order. The key functionality, iterateThe code defines an itersubclasses function that recursively yields all subclasses of a given class. It uses a seen set to avoid yielding duplicate subclasses., itersubclasses, itersubclasses, itersubclasses, itersubclasses, None, None, itersubclassesThe code defines an itersubclasses generator that can iterate through all subclasses of a given class in depth first order. It uses a seen, iter, None, itersubclasses, None, iterate, None, itersubclassesThe code is iterating over subclasses of a given class in depth first order using recursion. The key word 'itersubclasses' summarizes, itersubclasses
44, repr, repr, repr, repr, repr, repr, None, None, repr, repr, None, repr, None, repr, None, repr, repr
45, get, get, get, get, get, get, None, None, get, get, None, get, None, get, None, get, get
46, setattrThe given code snippet is setting attributes on the self object. It sets the regex attribute to the passed in regex parameter and initializes an empty regex, setattrThe code is setting attributes on the self object namely regex address virtualname prefixed and unpack. The key action is setting attributes, setattr, setattr, set_up, setattr, None, None, setattr, setattr, None, set, None, set, None, setattr, init
47, init, print, init, init, init, start, None, None, init, print, None, init, None, init, None, init, set_up
48, postprocessor, parse, parse, test_postprocessor, parse, parse, None, None, parse, test, None, test_postprocessor, None, parse, None, postprocessor, test_postprocessor
49, setup, setupThe given code snippet appears to be setting up resources like a server and image that will be used later. The key actions are:-, setup, setupThe given code snippet appears to be setting up necessary resources like a server and image. The key actions are:- Calling a setup method, create, setup, None, None, setupThe given code snippet appears to be setting up resources like a server and image by creating them and then adding them to a resources list. The method, setupThe given code snippet appears to be setting up resources like a server and image that will be used later. The key actions are:-, None, setup, None, setup, None, setup, set_up_class
50, update, update, update, update, update, update, None, None, update, update, None, update, None, update, None, update, forwards
51, get, get_dataThe given code snippet appears to be retrieving data from a cache dictionary performing some calculations on the data and returning a result. The, get, get_data, predict, get_additional_model_predictions, None, None, get_dataThe code snippet appears to be getting data from a cache dictionary and performing some calculations on it. The key words that indicate this are ', Based on the code snippet provided I would summarize it with the word 'calculate_model_predictions'. The code appears to be calculating predictions from a model by, None," ["" I don't know""]", None, calculate_model_predictions, None, get_additional_model_predictions, calculate_model_predictions
52, parsedate, test, parse, test, parse, parsedate, None, None, parse, test, None, test, None, parse, None, Based on the code snippet provided I would summarize it with the word 'parse'. The code is parsing a date string converting it to a datetime object, test_parsedate3
53, vstack, vstack, vstack, vstack, vstack, concatenate, None, None, vstack, concatenate, None, vstack, None, concatenate, None, concatenate, vstack
54, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
55, get, get, get, get, get, get, None, None, get, get, None, get, None, get, None, get, get_outputlocation
56, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
57, build_attributes, init, build_attributes, build_attributes, build_attributes, build_attributes, None, None, build_attributes, init, None, build_attributes, None, build_attributes, None, build_attributes, build_attributes
58, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
59, get, get, predict, predict, predict, calculate_model_predictions, None, None, get, get, None, get, None, get, None, get, calculate_model_predictions
60, add, init, init, init, animate, add, None, None, I don't know, init, None, init, None, add, None, init, init
61, delete, delete, delete, delete, delete, delete, None, None, delete, delete, None, delete, None, delete, None, delete, delete
62, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, set_up
63, get_confidence, get_confidence, get_confidence, get_confidence, get_confidence, get_confidence, None, None, get_confidence, get_confidence, None, get_confidence, None, get_confidence, None, get_confidence, get_confidence
64, equals, test_ironpython, equals, test_ironpython, equals, test_ironpython, None, None, equals, test_switchtobodymode, None, test_ironpython, None, equals, None, equals, is_ironpython
65, init, delete, init, delete, init, delete, None, None, init, delete, None, delete, None, delete, None, delete, init
66, getattr, getattr, get, getattr, get, getattr, None, None, getattr, get, None, getattr, None, get, None, getattr, getattr
67, init, init, init, init, init, init, None, None, initThe given code snippet initializes a new exponentially decaying reservoir by setting various instance variables like size alpha clock etc. The init() method is, init, None, init, None, init, None, init, init
68, defaultdict, init, init, init, init, defaultdict, None, None, defaultdict, init, None, init, None, defaultdict, None, init, init
69, str, repr, str, str, str, str, None, None, str, init, None, str, None, str, None, str, str
70, connect, connect, connect, connect, connect, connect, None, None, init, init, None, connect, None, connect, None, init, set_up
71, add, add, add, add, add, add, None, None, add, add, None, add, None, add, None, add, forwards
72, write, write, write, write, write, write, None, None, write, write, None, write, None, write, None, write, write
73, init, init, init, init, init, init, None, None, init, init, None, save, None, init, None, init, init
74, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
75, nopackage, uninstall, uninstall, uninstall, uninstall, uninstall, None, None, uninstall, uninstall, None, uninstall, None, uninstall, None, uninstall, nopackage
76, write, write, write, write, write, put, None, None, write, write, None, write, None, put, None, write, output_unchecked
77, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
78, init, init, init, init, set_up, set_up, None, None, init, init, None, set_up, None, set_up, None, init, init
79, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
80, get, print, get, getpeername, get, inet, None, None, get, print, None, get, None, get, None, getpeername, hashret
81, test_installtasks, test_installtasks, test, test_installtasks, test_installtasks, test_installtasks, None, None, test_installtasks, test_installtasks, None, test, None, test, None, test_installtasks, test_installtasks
82, get, parse, parse, get, get, get, None, None, parse, I don't know, None," ["" I don't know""]", None, get, None, I don't know, init
83, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
84, get_paytype, get, get, get, get, get, None, None, get_paytype, get, None, get, None, get, None, get, get_paytype
85, validate, update, validate, init, validate, update, None, None, init, Based on the code snippet provided I would summarize it with the word 'init'. The code appears to be initializing a class instance (self) by setting attributes, None, init, None, raise, None, set_up, init
86, test, test, test, test, get, test, None, None, test, test, None, test, None, test, None, assert, test_func1
87, init, setattrThe code is setting attributes on the self object based on the values of the input arguments parent bool and false. The key aspects are:, init, setattr, set_up, init, None, None, init, setattr, None, setattr, None, init, None, setattr, init
88, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
89, get, get, get, get, get, get, None, None, get, get, None, get, None, get, None, get, get
90, streamline, streamline, streamline, streamline, streamline, streamline, None, None, streamline, streamline, None, streamline, None, streamline, None, streamline, streamline
91, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
92, test_i0e, test, test_i0e, test_i0e, test_i0e, test_i0e, None, None, test_i0e, test_i0e, None, test_i0e, None, test_i0e, None, test_i0e, test_i0e
93, get_scheduledaction3, get_scheduledaction3, get, get_scheduledaction3, get, get_scheduledaction3, None, None, get_scheduledaction3, get_scheduledaction3, None, get, None, get, None, get_scheduledaction3, get_scheduledaction3
94, add, init, init, init, facet, init, None, None, add, init, None, init, None, init, None, init, init
95, equals, call, equals, equals, equals, call, None, None, equals, I don't know, None, equals, None, equals, None, equals, eq
96, get, get, get, get, get, get, None, None, get, get, None, get, None, get, None, get, set_up
97, init, init, init, init, test, initialize, None, None, init, init, None, init, None, initialize, None, initialize, test_setlayerparamsdict
98, test_gammaincc, test, test_gammaincc, test_gammaincc, test_gammaincc, test_gammaincc, None, None, test_gammaincc, test, None, test_gammaincc, None, test_gammaincc, None, test_gammaincc, test_gammaincc
99, equals, equals, equals, equals, equals, equals, None, None, equals, equals, None, equals, None, equals, None, equals, eq
100, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
101, test_fail, init, test, init, test_fail, init, None, None, test_fail, init, None, init, None, init, None, init, run
102, delete, delete, delete, delete, delete, delete, None, None, delete, delete, None, delete, None, delete, None, delete, backwards
103, init, init, init, init, init, init, None, None, init, init, None, init, None, get, None, init, init
104, setup, test, setup, setup, setattr, setattr, None, None, setup, setup, None, setup, None, setup, None, setup, set_up
105, test_todos, test_todos, test_todos, get, get, get, None, None, test_todos, get, None, get, None, get, None, get, test_todos
106, nopackage, nopackage, nopackage, nopackage, nopackage, nopackage, None, None, nopackage, get, None, get, None, get, None, return, update
107, test, test, test, init, get, get, None, None, get, print, None, test, None, get, None, init, set_up
108, test_voided, test_voided, test_voided, test_voided, test_noheadercallback, voided, None, None, test_voided, test_voided, None, test_voided, None, test_voided, None, test_voided, test_voided
109, setattr, init, create, setup, init, makedirs, None, None, setattr, init, None, set_up, None, init, None, init, init
110, get, test, init, init, get, init, None, None, init, init, None, init, None, init, None, init, init
111, setup, setup, setup, setup, setup, setup, None, None, setup, setup, None, setup, None, setup, None, setup, set_up
112, append, walkabout, render, walkabout, append, append, None, None, append, visit_hlistThe given code snippet appears to be walking through a node containing columns (hlistcol) with bullet list items appending start tags, None, visit_hlist, None, append, None, append, visit_hlist
113, remove, remove, remove, remove, remove, remove, None, None, remove, remove, None, remove, None, remove, None, remove, remove
114, create, create, create, create, create, create, None, None, create, init, None, create, None, create, None, create, set_up
115, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
116, init, init, set_up," set_upThe code appears to be setting up a test case by initializing some objects and attributes. The key line is ""super(ironic host", init, init, None, None, I don't know, I don't know, None, set_up, None, init, None, init, set_up
117, add, init, create, init, build_attributes, init, None, None, init, init, None, init, None, init, None, init, init
118, get_parser, get_parser, get, get_parser, get, get_parser, None, None, get_parser, get_parser, None, get, None, get, None, get_parser, get_parser
119, getThe code snippet appears to be retrieving information about a pull request (pr) based on a passed in number. It is checking if the number is, testThe given code snippet appears to be testing the mergeability of a pull request. It checks if the pull request number is valid tries to merge, test, init, get, init, None, None, init, testThe given code snippet appears to be testing the mergeability of a pull request. It checks if the input number is an integer gets the pull, None, test, None, raise, None, init, init
120, copyto, copyto, copyto, copyto, copyto, copyto, None, None, copyto, copyto, None, copyto, None, copyto, None, copyto, copyto
121, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
122, error, test_classnamedefinedpreviously, error, print, get, exists, None, None, equals, test_classnamedefinedpreviously, None, print, None, get, None, init, init
123, addThe code snippet appears to be adding a foreign key relationship between two models in Django. The key aspects:- It is defining a ForeignKey, Based on the provided code snippet I would summarize it with the word 'init' from the dictionary. The code appears to be initializing a foreign key relationship in, init, init, init, add, None, None, init, Based on the given code snippet I don't have enough context to choose a single word that accurately summarizes it. The code appears to be doing some setup, None," ["" I don't know""]", None, init, None, I don't know, init
124, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
125, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
126, write, write, write, write, write, write, None, None, write, write, None, write, None, write, None, write, test_writecallsloggerwrite
127, render, render, repr, repr, render, render, None, None, render, I don't know, None, repr, None, render, None, return, repr
128, save, update, save, save, update, update, None, None, save, save, None, update, None, update, None, save, save
129, clear, clear, clear, clear, clear, clear, None, None, clear, clear, None, clear, None, clear, None, clear, tear_down
130, get, get, get, get, get, contribute, None, None, get, I don't know, None, get, None, get, None, get, gluestate
131, test_stopproducingraisesThe given code appears to be testing that if stop_producing() raises an exception when called by a length enforcing consumer after too, testThe given code snippet appears to be testing some functionality related to length enforcing consumers and producers. The main things it seems to be testing:, test_stopproducingraises," test_stopproducingraisesThe given code snippet appears to be testing that an exception raised by a ""stop producing"" method is properly handled. The key", log, test_stopproducingraises, None, None, test, testThe given code snippet appears to be testing some functionality related to stopping producers and handling exceptions. The snippet contains test methods like 'test_write_, None, test_stopproducingraises, None, log, None, test_stopproducingraises, test_stopproducingraises
132, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
133, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
134, init, init, init, init, reshape, init, None, None, init, init, None, init, None, init, None, init, init
135, init, set_up, set_up, init, set_up, set_up, None, None, init, init, None, set_up, None, set_up, None, init, init
136, parse, geturl, parse, geturl, get, init, None, None, init, getThe code is retrieving attributes and configuring an object instance (self). The key actions are:- Getting the url attribute from the parsed, None, init, None, init, None, init, init
137, len, print, len, len, len, len, None, None, len, print, None, repr, None, len, None, len, repr
